30-05-2014	13:16:38

Ensaios SCC:	


Nota 01:	


Data Table

============
Date-time	Pv1	Pc	Pv2	T1	Tc	T2	Pcin
30-05-2014-13:34:25	11,0169	-	1,0305	24,1672	24,1510	24,2298	1,0305
30-05-2014-13:34:26	11,0169	-	1,0305	24,2484	24,1835	24,2135	1,0305
30-05-2014-13:34:28	11,0169	-	1,0900	24,1834	24,1672	24,1973	1,0467
30-05-2014-13:34:28	11,0169	-	1,0846	24,2321	24,2159	24,1486	1,0467
30-05-2014-13:34:30	11,0169	-	1,1440	24,3295	24,1997	24,2298	1,1170
30-05-2014-13:34:30	11,0219	-	1,1440	24,3295	24,1997	24,2785	1,1170
30-05-2014-13:34:32	11,0219	-	1,1764	24,1834	24,1672	24,1973	1,1440
30-05-2014-13:34:32	0,0000	-	0,0000	0,0000	0,0000	0,0000	1,1440
30-05-2014-13:34:34	10,9871	-	1,2249	24,1834	24,1672	24,1811	1,1872
30-05-2014-13:34:34	11,0169	-	1,2249	24,1672	24,1997	24,1973	1,1872
30-05-2014-13:34:36	11,0169	-	1,2465	24,2321	24,1348	24,2298	1,2195
30-05-2014-13:34:36	11,0219	-	1,2249	24,1348	24,1835	24,1811	1,2195
30-05-2014-13:34:38	11,0120	-	1,2734	24,2484	24,0699	24,2135	1,2680
30-05-2014-13:34:38	11,0169	-	1,2841	24,1672	24,1348	24,1973	1,2680
30-05-2014-13:34:40	11,0169	-	1,3003	24,1997	24,2322	24,1648	1,3003
30-05-2014-13:34:41	11,0020	-	1,3217	24,2808	24,1510	24,1811	1,3003
30-05-2014-13:34:42	11,0219	-	1,3325	24,1834	24,2484	24,2460	1,3271
30-05-2014-13:34:43	11,0169	-	1,3379	24,1510	24,1835	24,2622	1,3271
30-05-2014-13:34:45	10,9971	-	1,0359	24,1834	24,1510	24,2460	0,0078
30-05-2014-13:34:48	11,0169	-	1,0359	24,1834	24,1672	24,2460	0,0014
30-05-2014-13:34:50	10,9971	-	1,0359	24,2971	24,1835	24,1162	0,0009
30-05-2014-13:34:53	11,0169	-	1,0250	24,1185	24,1510	24,2135	0,0014
30-05-2014-13:34:55	10,9971	-	1,0413	24,1834	24,1510	24,2135	0,0012
30-05-2014-13:34:57	10,9971	-	1,0413	24,2159	24,1185	24,2622	0,0012
30-05-2014-13:35:00	11,0219	-	1,0305	24,1997	24,2159	24,2947	0,0012
30-05-2014-13:35:02	11,0169	-	1,0305	24,1185	24,1348	24,1648	0,0009
30-05-2014-13:35:05	10,9971	-	1,0359	24,2484	24,1835	24,2135	0,0014
30-05-2014-13:35:07	11,0219	-	1,0413	24,3295	24,1510	24,1648	0,0007
30-05-2014-13:35:09	11,0169	-	1,0305	24,1672	24,1348	24,2622	0,0009
30-05-2014-13:35:12	11,0120	-	1,0142	24,1997	24,2159	24,2135	0,0004
30-05-2014-13:35:14	11,0120	-	1,0413	24,2646	24,2484	24,2460	0,0009
30-05-2014-13:35:17	11,0020	-	1,0413	24,2646	24,1348	24,2785	0,0014
30-05-2014-13:35:19	11,0219	-	1,0359	24,2808	24,1835	24,2135	0,0007
30-05-2014-13:35:22	11,0120	-	1,0250	24,2808	24,1348	24,1811	1,0413
30-05-2014-13:35:24	11,0120	-	1,0250	24,2646	24,2484	24,2135	1,0413
30-05-2014-13:35:24	11,0120	-	1,0359	24,2646	24,1835	24,2460	1,0413
30-05-2014-13:35:26	11,0169	-	1,0305	24,2484	24,1997	24,1973	1,0413
30-05-2014-13:35:26	11,0020	-	1,0467	24,2971	24,1672	24,1486	1,0413
30-05-2014-13:35:28	11,0020	-	1,0413	24,2484	24,1997	24,3109	1,0305
30-05-2014-13:35:29	11,0120	-	1,0413	24,3295	24,1997	24,2785	1,0305
30-05-2014-13:35:30	11,0120	-	1,0413	24,2646	24,2484	24,2947	1,0413
30-05-2014-13:35:31	11,0169	-	1,0359	24,2484	24,2322	24,3759	1,0413
30-05-2014-13:35:32	11,0169	-	1,0900	24,2646	24,1997	24,2622	1,0467
30-05-2014-13:35:33	11,0120	-	1,0684	24,1997	24,2159	24,2460	1,0467
30-05-2014-13:35:35	11,0169	-	1,1278	24,3458	24,1672	24,2622	1,1008
30-05-2014-13:35:35	11,0169	-	1,1170	24,2808	24,1997	24,2785	1,1008
30-05-2014-13:35:37	11,0120	-	1,1602	24,1834	24,1672	24,3272	1,1224
30-05-2014-13:35:37	11,0219	-	1,1656	24,2159	24,1023	24,2947	1,1224
30-05-2014-13:35:39	11,0020	-	1,2034	24,3133	24,1510	24,3109	1,1818
30-05-2014-13:35:39	11,0120	-	1,1926	24,2808	24,1672	24,2947	1,1818
30-05-2014-13:35:41	11,0169	-	1,2195	24,2484	24,1835	24,2785	1,1926
30-05-2014-13:35:41	11,0219	-	1,2357	24,2646	24,1672	24,2785	1,1926
30-05-2014-13:35:43	11,0169	-	1,2519	24,1997	24,1348	24,3272	1,2142
30-05-2014-13:35:43	11,0219	-	1,2249	24,2646	24,2484	24,2622	1,2142
30-05-2014-13:35:45	11,0020	-	1,2734	24,2808	24,1997	24,2460	1,2680
30-05-2014-13:35:46	11,0120	-	1,2680	24,3620	24,1185	24,1973	1,2680
30-05-2014-13:35:48	11,0169	-	1,0305	24,1834	24,1672	24,2622	0,0065
30-05-2014-13:35:50	11,0169	-	1,0034	24,1510	24,1672	24,2460	0,0017
30-05-2014-13:35:53	10,9971	-	1,0413	24,2808	24,1672	24,2460	0,0014
30-05-2014-13:35:55	11,0120	-	1,0467	24,2159	24,1835	24,2785	0,0014
30-05-2014-13:35:58	10,9971	-	1,0250	24,2646	24,1672	24,2947	0,0012
30-05-2014-13:36:00	11,0120	-	1,0250	24,3295	24,1672	24,2947	0,0014
30-05-2014-13:36:02	11,0120	-	1,0413	24,2971	24,1835	24,2947	0,0012
30-05-2014-13:36:05	11,0020	-	1,0359	24,1997	24,1348	24,3109	0,0014
30-05-2014-13:36:07	11,0020	-	1,0250	24,2159	24,1348	24,2135	0,0014
30-05-2014-13:36:10	11,0169	-	1,0413	24,2971	24,1348	24,2460	0,0012
30-05-2014-13:36:12	11,0120	-	1,0413	24,2808	24,1348	24,2785	0,0012
30-05-2014-13:36:14	11,0120	-	1,0359	24,1834	24,1510	24,2947	0,0009
30-05-2014-13:36:17	11,0219	-	1,0359	24,1348	24,1185	24,1648	0,0007
30-05-2014-13:36:19	11,0169	-	1,0250	24,2646	24,1510	24,2622	0,0012
30-05-2014-13:36:22	11,0120	-	1,0359	24,1510	24,1185	24,2622	0,0012
30-05-2014-13:36:25	11,0120	-	1,0305	24,1348	24,1348	24,1973	1,0359
30-05-2014-13:36:27	11,0020	-	1,0359	24,1672	24,1510	24,2622	1,0305
30-05-2014-13:36:27	11,0120	-	1,0250	24,1185	24,1510	24,3109	1,0305
30-05-2014-13:36:29	11,0020	-	1,0359	24,1997	24,0536	24,1811	1,0088
30-05-2014-13:36:29	11,0120	-	1,0250	24,1348	24,1672	24,2460	1,0088
30-05-2014-13:36:31	11,0169	-	1,0359	24,2646	24,1672	24,1811	1,0250
30-05-2014-13:36:31	11,0020	-	1,0250	24,2646	24,1348	24,2947	1,0250
30-05-2014-13:36:33	11,0169	-	1,0305	24,1672	24,1997	24,2947	1,0359
30-05-2014-13:36:33	10,9821	-	1,0305	24,2159	24,1348	24,2785	1,0359
30-05-2014-13:36:35	11,0169	-	1,0305	24,2321	24,0861	24,2135	1,0467
30-05-2014-13:36:35	11,0169	-	1,0359	24,2159	24,1185	24,1811	1,0467
30-05-2014-13:36:37	11,0020	-	1,0846	24,2484	24,1023	24,2135	1,0575
30-05-2014-13:36:38	11,0169	-	1,0738	24,2971	24,1510	24,2460	1,0575
30-05-2014-13:36:39	11,0120	-	1,1170	24,2321	24,1348	24,1811	1,0846
30-05-2014-13:36:40	11,0120	-	1,1224	24,1997	24,0861	24,1486	1,0846
30-05-2014-13:36:41	11,0020	-	1,1332	24,3295	24,1997	24,2298	1,0954
30-05-2014-13:36:42	11,0169	-	1,1440	24,2646	24,1672	24,3109	1,0954
30-05-2014-13:36:44	10,9971	-	1,1656	24,3458	24,1672	24,2785	1,1548
30-05-2014-13:36:44	11,0169	-	1,1656	24,2646	24,1185	24,3434	1,1548
30-05-2014-13:36:46	11,0169	-	1,1818	24,2646	24,1510	24,2135	1,1764
30-05-2014-13:36:46	11,0020	-	1,1926	24,1997	24,1348	24,2622	1,1764
30-05-2014-13:36:48	11,0169	-	1,2195	24,2971	24,0861	24,2298	1,2034
30-05-2014-13:36:48	11,0169	-	1,2195	24,2484	24,1348	24,2947	1,2034
30-05-2014-13:36:51	11,0169	-	1,0088	24,1834	24,1023	24,2947	0,0070
30-05-2014-13:36:53	11,0169	-	1,0305	24,2159	24,1348	24,2785	0,0017
30-05-2014-13:36:56	11,0169	-	1,0305	24,2808	24,1835	24,1973	0,0012
30-05-2014-13:36:58	11,0169	-	1,0305	24,2484	24,1185	24,3434	0,0009
30-05-2014-13:37:00	10,9971	-	1,0359	24,2646	24,1672	24,2135	0,0014
30-05-2014-13:37:03	10,9921	-	1,0359	24,3295	24,1348	24,3109	0,0012
30-05-2014-13:37:05	10,9971	-	1,0359	24,1672	24,1348	24,2785	0,0012
30-05-2014-13:37:08	11,0169	-	1,0250	24,1348	24,1672	24,2622	0,0009
30-05-2014-13:37:10	11,0219	-	1,0142	24,2646	24,1348	24,2947	0,0014
30-05-2014-13:37:12	11,0020	-	1,0359	24,1834	24,0861	24,2460	0,0009
30-05-2014-13:37:15	10,9921	-	1,0413	24,1997	24,0536	24,2622	0,0009
30-05-2014-13:37:17	11,0020	-	1,0305	24,1348	24,0699	24,1811	0,0014
30-05-2014-13:37:20	11,0120	-	1,0142	24,1997	24,1835	24,2622	0,0009
30-05-2014-13:37:22	11,0169	-	1,0413	24,1023	24,1348	24,2460	0,0007
30-05-2014-13:37:25	11,0169	-	1,0359	24,2159	24,0699	24,3109	1,0305
30-05-2014-13:37:27	11,0120	-	1,0305	24,1672	24,1023	24,1324	1,0142
30-05-2014-13:37:27	11,0020	-	1,0305	24,2646	24,0699	24,1973	1,0142
30-05-2014-13:37:29	11,0120	-	1,0305	24,1997	24,0536	24,2135	1,0413
30-05-2014-13:37:29	11,0169	-	1,0305	24,1348	24,1023	24,2135	1,0413
30-05-2014-13:37:31	11,0169	-	1,0413	24,1997	24,1185	24,1811	1,0250
30-05-2014-13:37:32	11,0120	-	1,0359	24,2321	24,1672	24,3434	1,0250
30-05-2014-13:37:33	11,0120	-	1,0305	24,1834	24,0861	24,2135	1,0359
30-05-2014-13:37:34	11,0169	-	1,0413	24,1834	24,1185	24,2460	1,0359
30-05-2014-13:37:35	11,0169	-	1,0305	24,1510	24,0861	24,1486	1,0305
30-05-2014-13:37:36	11,0120	-	1,0305	24,1348	24,0861	24,2135	1,0305
30-05-2014-13:37:38	11,0120	-	1,0359	24,1834	24,1185	24,1811	1,0305
30-05-2014-13:37:38	11,0120	-	1,0413	24,1997	24,1348	24,1648	1,0305
30-05-2014-13:37:40	11,0120	-	1,0305	24,2159	24,1185	24,2135	1,0413
30-05-2014-13:37:40	11,0120	-	1,0467	24,1834	24,0861	24,2785	1,0413
30-05-2014-13:37:42	11,0120	-	1,0738	24,1834	24,0699	24,2135	1,0413
30-05-2014-13:37:42	11,0169	-	1,0738	24,1672	24,0861	24,2622	1,0413
30-05-2014-13:37:44	11,0120	-	1,1008	24,1510	24,0699	24,2622	1,0900
30-05-2014-13:37:44	10,9971	-	1,0954	24,1997	23,9887	24,2622	1,0900
30-05-2014-13:37:46	10,9921	-	1,1278	24,1997	24,1023	24,2785	1,1008
30-05-2014-13:37:46	11,0169	-	1,1224	24,2159	24,1185	24,3434	1,1008
30-05-2014-13:37:48	11,0120	-	1,1170	24,1023	24,0861	24,2947	1,1278
30-05-2014-13:37:49	11,0169	-	1,1278	24,1510	24,1023	24,2298	1,1278
30-05-2014-13:37:51	11,0120	-	1,0413	24,1997	24,1348	24,2622	0,0007
30-05-2014-13:37:53	11,0020	-	1,0359	24,2321	24,1348	24,3272	0,0012
30-05-2014-13:37:56	11,0169	-	1,0359	24,1348	24,0861	24,2460	0,0012
30-05-2014-13:37:58	10,9821	-	1,0250	24,2159	24,0374	24,2298	0,0009
30-05-2014-13:38:01	11,0120	-	1,0359	24,1672	24,0211	24,2947	0,0009
30-05-2014-13:38:03	10,9921	-	1,0359	24,1510	24,0536	24,2460	0,0009
30-05-2014-13:38:05	11,0120	-	1,0413	24,1997	24,1185	24,2947	0,0012
30-05-2014-13:38:08	11,0169	-	1,0250	24,1348	24,0861	24,2622	0,0009
30-05-2014-13:38:10	11,0120	-	1,0305	24,1510	24,0699	24,2622	0,0009
30-05-2014-13:38:13	11,0169	-	1,0088	24,0698	24,0861	24,2622	0,0014
30-05-2014-13:38:15	11,0169	-	1,0359	24,1997	24,0536	24,2298	0,0014
30-05-2014-13:38:17	11,0219	-	1,0413	24,1348	24,0536	24,2622	0,0014
30-05-2014-13:38:20	11,0120	-	1,0088	24,1672	24,0699	24,2135	0,0012
30-05-2014-13:38:23	11,0120	-	1,0305	24,1997	24,1023	24,2785	1,0305
30-05-2014-13:38:25	11,0169	-	1,0305	24,1997	24,1348	24,1648	1,0467
30-05-2014-13:38:25	11,0169	-	1,0250	24,1997	24,0861	24,2622	1,0467
30-05-2014-13:38:27	10,9971	-	1,0305	24,1348	24,1023	24,2622	1,0305
30-05-2014-13:38:27	10,9921	-	1,0305	24,0861	24,0861	24,1973	1,0305
30-05-2014-13:38:29	11,0169	-	1,0305	24,1185	24,0374	24,2785	1,0359
30-05-2014-13:38:29	11,0120	-	1,0359	24,1834	24,1185	24,1648	1,0359
30-05-2014-13:38:31	10,9921	-	1,0413	24,1672	24,0536	24,1811	1,0413
30-05-2014-13:38:32	11,0169	-	1,0413	24,1672	24,0536	24,2622	1,0413
30-05-2014-13:38:33	11,0120	-	1,0250	24,1185	24,0861	24,3109	1,0305
30-05-2014-13:38:34	11,0120	-	1,0250	24,1834	24,0374	24,2622	1,0305
30-05-2014-13:38:35	11,0169	-	1,0413	24,1834	24,0374	24,2135	1,0305
30-05-2014-13:38:36	11,0169	-	1,0359	24,1510	24,1023	24,2460	1,0305
30-05-2014-13:38:38	11,0169	-	1,0359	24,1672	24,0699	24,1811	1,0250
30-05-2014-13:38:38	11,0120	-	1,0359	24,1348	24,0861	24,2785	1,0250
30-05-2014-13:38:40	11,0120	-	1,0359	24,1672	24,1023	24,2622	1,0359
30-05-2014-13:38:40	11,0020	-	1,0359	24,1023	24,0536	24,3109	1,0359
30-05-2014-13:38:42	11,0169	-	1,0305	24,2159	24,0699	24,2298	1,0359
30-05-2014-13:38:42	11,0169	-	1,0250	24,1834	23,9724	24,1811	1,0359
30-05-2014-13:38:44	11,0120	-	1,0359	24,1834	24,0699	24,1811	1,0250
30-05-2014-13:38:44	11,0120	-	1,0305	24,1997	24,0699	24,2135	1,0250
30-05-2014-13:38:46	10,9971	-	1,0629	24,1510	24,0699	24,2785	1,0467
30-05-2014-13:38:47	11,0120	-	1,0738	24,1672	24,0049	24,2947	1,0467
30-05-2014-13:38:49	11,0120	-	1,0359	24,1672	24,0374	24,1973	0,0012
30-05-2014-13:38:51	11,0020	-	1,0305	24,2159	24,0049	24,1973	0,0014
30-05-2014-13:38:54	11,0120	-	1,0088	24,1185	24,0211	24,2460	0,0014
30-05-2014-13:38:56	11,0120	-	1,0250	24,1672	24,1185	24,2460	0,0009
30-05-2014-13:38:59	11,0120	-	1,0088	24,1672	24,1023	24,1811	0,0009
30-05-2014-13:39:01	10,9971	-	1,0413	24,2971	23,9887	24,3596	0,0012
30-05-2014-13:39:03	11,0020	-	1,0359	24,1997	23,9400	24,3272	0,0009
30-05-2014-13:39:06	10,9871	-	1,0413	24,2484	24,0374	24,2460	0,0007
30-05-2014-13:39:08	11,0120	-	1,0413	24,2646	24,0861	24,2298	0,0009
30-05-2014-13:39:11	11,0120	-	1,0359	24,1510	24,0861	24,2298	0,0009
30-05-2014-13:39:13	11,0120	-	1,0305	24,1510	24,0699	24,2460	0,0012
30-05-2014-13:39:15	11,0120	-	1,0305	24,1672	24,0536	24,2622	0,0007
30-05-2014-13:39:18	11,0169	-	1,0359	24,1672	24,0699	24,2298	0,0012
30-05-2014-13:39:21	11,0120	-	1,0413	24,1510	24,0699	24,1973	1,0359
30-05-2014-13:39:23	11,0020	-	1,0359	24,1185	24,1348	24,2135	1,0359
30-05-2014-13:39:23	10,9971	-	1,0467	24,1997	24,0211	24,2460	1,0359
30-05-2014-13:39:25	11,0120	-	1,0413	24,2321	24,0211	24,0837	1,0467
30-05-2014-13:39:25	10,9871	-	1,0413	24,1672	24,0211	24,3272	1,0467
30-05-2014-13:39:27	10,9921	-	1,0250	24,1023	24,0211	24,2622	1,0413
30-05-2014-13:39:27	11,0020	-	1,0413	24,0861	24,0374	24,1973	1,0413
30-05-2014-13:39:29	11,0120	-	1,0413	24,1834	24,0861	24,1973	1,0359
30-05-2014-13:39:29	11,0120	-	1,0250	24,2159	24,0211	24,2785	1,0359
30-05-2014-13:39:31	11,0120	-	1,0359	24,1834	24,0699	24,1486	1,0250
30-05-2014-13:39:32	11,0020	-	1,0467	24,1997	24,0374	24,2460	1,0250
30-05-2014-13:39:33	11,0219	-	1,0250	24,0861	24,0699	24,1486	1,0413
30-05-2014-13:39:34	11,0169	-	1,0359	24,0698	23,9562	24,2298	1,0413
30-05-2014-13:39:35	11,0120	-	1,0467	24,2159	23,9724	24,1973	1,0305
30-05-2014-13:39:36	11,0120	-	1,0413	24,1510	24,0374	24,1648	1,0305
30-05-2014-13:39:38	11,0169	-	1,0413	24,1834	24,0049	24,2298	1,0359
30-05-2014-13:39:38	11,0169	-	1,0413	24,1672	24,0536	24,2622	1,0359
30-05-2014-13:39:40	10,9921	-	1,0413	24,1672	24,0536	24,1973	1,0359
30-05-2014-13:39:40	11,0120	-	1,0250	24,1510	24,0861	24,1973	1,0359
30-05-2014-13:39:42	11,0020	-	1,0359	24,1672	24,0049	24,2622	1,0359
30-05-2014-13:39:42	11,0020	-	1,0305	24,1023	24,0211	24,2298	1,0359
30-05-2014-13:39:44	11,0020	-	1,0359	24,2321	23,9400	24,2135	1,0359
30-05-2014-13:39:44	11,0169	-	1,0305	24,2484	24,1348	24,2460	1,0359
30-05-2014-13:39:47	11,0120	-	1,0359	24,1023	24,0211	24,2785	0,0009
30-05-2014-13:39:49	11,0169	-	1,0305	24,1510	24,0211	24,2622	0,0017
30-05-2014-13:39:52	11,0169	-	1,0305	24,2321	24,0861	24,2785	0,0012
30-05-2014-13:39:54	11,0169	-	1,0305	24,1348	24,0211	24,2947	0,0012
30-05-2014-13:39:56	11,0169	-	1,0305	24,1023	24,0374	24,2947	0,0012
30-05-2014-13:39:59	11,0120	-	1,0359	24,1023	24,0211	24,2135	0,0012
30-05-2014-13:40:01	11,0120	-	1,0359	24,2159	24,0211	24,2298	0,0012
30-05-2014-13:40:04	11,0120	-	1,0305	24,1834	24,0211	24,2460	0,0009
30-05-2014-13:40:06	11,0020	-	1,0305	24,1510	24,0699	24,2298	0,0009
30-05-2014-13:40:08	11,0169	-	1,0359	24,1834	24,0211	24,2947	0,0012
30-05-2014-13:40:11	11,0120	-	1,0305	24,1510	24,0374	24,1973	0,0014
30-05-2014-13:40:13	11,0169	-	1,0359	24,1997	24,0211	24,3272	0,0012
30-05-2014-13:40:16	10,9971	-	1,0359	24,1997	24,0211	24,1973	0,0012
30-05-2014-13:40:19	11,0120	-	1,0305	24,2321	24,0049	24,2947	1,0305
30-05-2014-13:40:21	11,0120	-	1,0359	24,1672	24,0536	24,3109	1,0359
30-05-2014-13:40:21	11,0120	-	1,0413	24,1510	24,0374	24,3272	1,0359
30-05-2014-13:40:23	11,0120	-	1,0250	24,0861	24,0374	24,2298	1,0359
30-05-2014-13:40:23	11,0120	-	1,0305	24,1348	23,9887	24,2460	1,0359
30-05-2014-13:40:25	11,0120	-	1,0413	24,1510	24,0049	24,2298	1,0359
30-05-2014-13:40:25	11,0120	-	1,0359	24,0374	23,9562	24,2298	1,0359
30-05-2014-13:40:27	11,0169	-	1,0088	24,1672	24,0861	24,2785	1,0250
30-05-2014-13:40:27	11,0020	-	1,0359	24,1672	24,0861	24,2622	1,0250
30-05-2014-13:40:29	10,9971	-	1,0305	24,0698	24,0049	24,2460	1,0305
30-05-2014-13:40:29	11,0219	-	1,0305	24,1834	24,0049	24,2947	1,0305
30-05-2014-13:40:31	11,0020	-	1,0250	24,0698	24,0861	24,2298	1,0359
30-05-2014-13:40:32	11,0120	-	1,0359	24,0861	24,0374	24,2298	1,0359
30-05-2014-13:40:33	11,0120	-	1,0413	24,2159	24,0699	24,3272	1,0250
30-05-2014-13:40:34	11,0169	-	1,0413	24,2159	24,0374	24,3596	1,0250
30-05-2014-13:40:35	11,0120	-	1,0250	24,1510	24,0536	24,3109	1,0305
30-05-2014-13:40:36	11,0120	-	1,0359	24,2159	24,0211	24,2135	1,0305
30-05-2014-13:40:38	10,9971	-	1,0250	24,1834	24,0699	24,2947	1,0305
30-05-2014-13:40:38	11,0120	-	1,0250	24,0698	24,0536	24,2135	1,0305
30-05-2014-13:40:40	10,9971	-	1,0305	24,2321	24,0699	24,2135	1,0359
30-05-2014-13:40:40	11,0169	-	1,0413	24,2159	24,1185	24,3596	1,0359
30-05-2014-13:40:42	11,0169	-	1,0413	24,1672	24,0374	24,3434	1,0305
30-05-2014-13:40:42	11,0120	-	1,0359	24,2321	24,1023	24,2785	1,0305
30-05-2014-13:40:45	11,0120	-	1,0359	24,1348	24,1023	24,2622	0,0012
30-05-2014-13:40:47	11,0120	-	1,0413	24,2484	24,0861	24,3434	0,0012
30-05-2014-13:40:50	11,0169	-	1,0305	24,1834	24,0861	24,3272	0,0012
30-05-2014-13:40:52	11,0169	-	1,0305	24,2159	24,0536	24,2622	0,0012
30-05-2014-13:40:54	11,0169	-	1,0413	24,1185	24,0699	24,3109	0,0012
30-05-2014-13:40:57	11,0020	-	1,0413	24,2484	24,0536	24,3272	0,0012
30-05-2014-13:40:59	11,0169	-	1,0359	24,2159	23,9562	24,3109	0,0007
30-05-2014-13:41:02	11,0120	-	1,0305	24,2159	24,0374	24,2785	0,0009
30-05-2014-13:41:04	11,0020	-	1,0250	24,1997	24,0699	24,3109	0,0014
30-05-2014-13:41:06	11,0169	-	1,0413	24,1997	24,0374	24,3109	0,0009
30-05-2014-13:41:09	11,0120	-	1,0359	24,1185	24,0536	24,2298	0,0009
30-05-2014-13:41:11	11,0020	-	1,0305	24,1185	24,0211	24,2298	0,0014
30-05-2014-13:41:14	10,9971	-	1,0413	24,1185	24,0049	24,2622	0,0014
30-05-2014-13:41:17	11,0169	-	1,0305	24,1834	24,0211	24,2622	1,0359
30-05-2014-13:41:19	11,0120	-	1,0305	24,1510	24,0049	24,1811	1,0359
30-05-2014-13:41:19	11,0120	-	1,0359	24,1510	24,0049	24,3109	1,0359
30-05-2014-13:41:21	11,0120	-	1,0250	24,1997	24,0861	24,2785	1,0250
30-05-2014-13:41:21	11,0020	-	1,0250	24,1834	24,1023	24,2135	1,0250
30-05-2014-13:41:23	11,0120	-	1,0359	24,0698	24,1023	24,2460	1,0359
30-05-2014-13:41:23	11,0120	-	1,0305	24,1023	24,0374	24,2298	1,0359
30-05-2014-13:41:25	11,0120	-	1,0305	24,1834	24,0049	24,2298	1,0359
30-05-2014-13:41:25	11,0169	-	1,0359	24,2159	24,0699	24,3759	1,0359
30-05-2014-13:41:27	11,0219	-	1,0359	24,1834	24,0374	24,2947	1,0359
30-05-2014-13:41:27	11,0219	-	1,0359	24,1023	24,0374	24,3272	1,0359
30-05-2014-13:41:29	11,0169	-	1,0305	24,2321	24,0049	24,2460	1,0305
30-05-2014-13:41:29	11,0120	-	1,0305	24,1185	23,9562	24,2622	1,0305
30-05-2014-13:41:31	11,0169	-	1,0413	24,1023	24,0374	24,2622	1,0359
30-05-2014-13:41:32	11,0020	-	1,0359	24,2159	23,9562	24,2135	1,0359
30-05-2014-13:41:33	11,0120	-	1,0305	24,2159	24,0049	24,3921	1,0359
30-05-2014-13:41:34	11,0169	-	1,0250	24,1348	24,0374	24,3596	1,0359
30-05-2014-13:41:35	11,0120	-	1,0142	24,1510	24,0374	24,2785	1,0413
30-05-2014-13:41:36	11,0020	-	1,0413	24,1834	24,0374	24,3434	1,0413
30-05-2014-13:41:38	11,0169	-	1,0359	24,1185	23,9887	24,2135	1,0142
30-05-2014-13:41:38	11,0120	-	1,0359	24,1185	24,0049	24,2298	1,0142
30-05-2014-13:41:40	10,9971	-	1,0413	24,1834	24,0536	24,3272	1,0359
30-05-2014-13:41:40	11,0169	-	1,0359	24,2321	24,0211	24,2947	1,0359
30-05-2014-13:41:43	11,0169	-	1,0305	24,1834	23,9724	24,3109	0,0012
30-05-2014-13:41:45	11,0169	-	1,0142	24,1348	24,0374	24,2298	0,0017
30-05-2014-13:41:47	11,0120	-	1,0359	24,2159	24,0211	24,2460	0,0009
30-05-2014-13:41:50	10,9971	-	1,0359	24,2321	24,0699	24,2622	0,0009
30-05-2014-13:41:52	11,0120	-	1,0359	24,1834	24,0049	24,3272	0,0012
30-05-2014-13:41:55	11,0120	-	1,0250	24,1348	24,0049	24,2622	0,0012
30-05-2014-13:41:57	11,0120	-	1,0413	24,2484	24,0861	24,2622	0,0014
30-05-2014-13:41:59	10,9921	-	1,0359	24,1997	24,0374	24,3921	0,0012
30-05-2014-13:42:02	10,9921	-	1,0359	24,2159	24,0861	24,3434	0,0012
30-05-2014-13:42:04	11,0120	-	1,0359	24,1672	23,9887	24,2460	0,0012
30-05-2014-13:42:07	10,9871	-	1,0359	24,2321	24,0699	24,3272	0,0009
30-05-2014-13:42:09	11,0120	-	1,0305	24,2808	24,0211	24,2947	0,0009
30-05-2014-13:42:11	11,0120	-	1,0305	24,2159	23,9724	24,3434	0,0012
30-05-2014-13:42:15	11,0169	-	1,0359	24,2159	23,9887	24,1973	1,0250
30-05-2014-13:42:17	11,0120	-	1,0413	24,2321	24,0049	24,2135	1,0305
30-05-2014-13:42:19	11,0120	-	1,0305	24,1510	24,0211	24,1811	1,0305
30-05-2014-13:42:20	11,0120	-	1,0413	24,1834	24,0536	24,2622	1,0142
30-05-2014-13:42:23	11,0169	-	1,0305	24,1348	24,0211	24,2622	1,0142
30-05-2014-13:42:24	10,9921	-	1,0359	24,2321	23,9562	24,2298	1,0142
30-05-2014-13:42:26	11,0169	-	1,0413	24,1834	23,9562	24,2460	1,0142
30-05-2014-13:42:28	10,9971	-	1,0359	24,1834	23,9887	24,2135	1,0359
30-05-2014-13:42:30	11,0120	-	1,0305	24,1834	24,0211	24,2298	1,0359
30-05-2014-13:42:32	11,0120	-	1,0305	24,1834	23,9887	24,2622	1,0305
30-05-2014-13:42:34	11,0020	-	1,0250	24,1348	24,0699	24,2298	1,0305
30-05-2014-13:42:36	11,0169	-	1,0359	24,1185	24,0049	24,2622	1,0359
30-05-2014-13:42:38	11,0219	-	1,0359	24,1348	23,9724	24,2298	1,0359
30-05-2014-13:42:40	11,0120	-	1,0305	24,2646	24,0211	24,3759	1,0305
30-05-2014-13:42:42	11,0120	-	1,0088	24,1348	24,0211	24,2460	1,0305
30-05-2014-13:42:46	11,0120	-	1,0305	24,1185	23,9562	24,3272	0,0009
30-05-2014-13:42:50	11,0169	-	1,0305	24,1997	24,0374	24,3434	0,0012
30-05-2014-13:42:53	11,0120	-	1,0413	24,1672	23,9562	24,2785	0,0014
30-05-2014-13:42:57	11,0120	-	1,0413	24,2646	24,0699	24,2947	0,0014
30-05-2014-13:43:00	11,0120	-	1,0359	24,2646	24,0536	24,3109	0,0009
30-05-2014-13:43:04	11,0020	-	1,0359	24,2971	23,9724	24,3109	0,0012
