30-05-2014	13:16:38

Ensaios SCC:	


Nota 01:	


Data Table

============
Date-time	Pv1	Pc	Pv2	T1	Tc	T2	Pcin
30-05-2014-13:19:57	2,5232	-	1,0467	24,0374	24,3620	24,2135	2,5232
30-05-2014-13:19:57	2,3045	-	1,0413	24,1185	24,4270	24,2298	2,2993
30-05-2014-13:19:58	2,2993	-	1,0413	24,0861	24,4432	24,2785	2,2993
30-05-2014-13:19:58	2,2993	-	1,0359	24,0536	24,3296	24,2622	2,2993
30-05-2014-13:19:59	2,2941	-	1,0413	24,1348	24,3783	24,2947	2,2679
30-05-2014-13:20:00	2,2888	-	1,0359	24,1510	24,3296	24,2135	2,2679
30-05-2014-13:20:00	2,2836	-	1,0359	24,1510	24,3296	24,2947	2,2627
30-05-2014-13:20:01	2,2679	-	1,0413	24,0861	24,3458	24,3109	2,2627
30-05-2014-13:20:02	2,2732	-	1,0467	24,2321	24,4757	24,3109	2,2732
30-05-2014-13:20:02	2,2732	-	1,0467	24,1834	24,3783	24,2947	2,2732
30-05-2014-13:20:03	2,2679	-	1,0467	24,0861	24,3620	24,2785	2,2366
30-05-2014-13:20:03	2,2679	-	1,0359	24,1510	24,3620	24,2947	2,2366
30-05-2014-13:20:04	2,2627	-	1,0413	24,1023	24,3783	24,2298	2,2575
30-05-2014-13:20:04	2,2575	-	1,0359	24,1672	24,2971	24,1973	2,2575
30-05-2014-13:20:05	2,2575	-	1,0359	24,1510	24,4919	24,2947	2,2627
30-05-2014-13:20:06	2,2627	-	1,0305	24,1348	24,3945	24,2460	2,2627
30-05-2014-13:20:06	2,2470	-	1,0250	24,0698	24,3945	24,2785	2,2470
30-05-2014-13:20:07	2,2470	-	1,0467	24,1997	24,3620	24,2785	2,2470
30-05-2014-13:20:08	2,2575	-	1,0413	24,1510	24,3296	24,2622	2,2470
30-05-2014-13:20:08	2,2418	-	1,0359	24,1023	24,4108	24,2785	2,2470
30-05-2014-13:20:09	2,2418	-	1,0359	24,1672	24,3458	24,2947	2,2418
30-05-2014-13:20:10	2,2470	-	1,0359	24,1348	24,3945	24,2298	2,2418
30-05-2014-13:20:12	2,2418	-	1,0305	24,1510	24,4270	24,2785	2,2470
30-05-2014-13:20:14	2,5803	-	1,0359	24,1185	24,3945	24,3434	2,2418
30-05-2014-13:20:16	2,6321	-	1,0413	24,1510	24,3783	24,2460	2,5751
30-05-2014-13:20:18	2,8440	-	1,0413	24,1023	24,4108	24,2135	2,6373
30-05-2014-13:20:20	3,0447	-	1,0305	24,0861	24,4270	24,2947	2,8491
30-05-2014-13:20:22	3,0447	-	1,0305	24,1348	24,3783	24,3109	3,0447
30-05-2014-13:20:22	2,8130	-	1,0305	24,1348	24,3134	24,2785	2,8491
30-05-2014-13:20:23	2,8285	-	1,0359	24,0536	24,3783	24,2785	2,7924
30-05-2014-13:20:23	2,8130	-	1,0250	24,1023	24,3296	24,3109	2,7924
30-05-2014-13:20:24	2,8027	-	1,0250	24,1348	24,3783	24,3109	2,8182
30-05-2014-13:20:25	2,8079	-	1,0305	24,1185	24,3783	24,3109	2,8182
30-05-2014-13:20:25	2,7924	-	1,0305	24,0536	24,3458	24,2785	2,8079
30-05-2014-13:20:26	2,8079	-	1,0305	23,9887	24,3458	24,2785	2,8079
30-05-2014-13:20:27	2,7924	-	1,0359	24,1023	24,3945	24,2947	2,7924
30-05-2014-13:20:27	2,7821	-	1,0250	24,0536	24,3945	24,2298	2,7924
30-05-2014-13:20:28	2,7872	-	1,0467	24,1023	24,3458	24,2460	2,7717
30-05-2014-13:20:28	2,7769	-	1,0250	24,0374	24,3620	24,2947	2,7717
30-05-2014-13:20:29	2,7769	-	1,0467	24,0374	24,4595	24,2785	2,7769
30-05-2014-13:20:29	2,7717	-	1,0359	24,0049	24,3296	24,3434	2,7769
30-05-2014-13:20:30	2,7717	-	1,0305	24,0049	24,3783	24,2460	2,7769
30-05-2014-13:20:31	2,7769	-	1,0305	24,0861	24,4108	24,3434	2,7769
30-05-2014-13:20:31	2,7717	-	1,0250	24,1672	24,4108	24,2460	2,7614
30-05-2014-13:20:32	2,7614	-	1,0359	24,0536	24,3783	24,2460	2,7614
30-05-2014-13:20:33	2,7562	-	1,0359	24,1348	24,3134	24,2947	2,7562
30-05-2014-13:20:33	2,7562	-	1,0359	24,0861	24,3945	24,2460	2,7562
30-05-2014-13:20:34	2,7511	-	1,0359	24,0698	24,3783	24,2622	2,7511
30-05-2014-13:20:35	2,7459	-	1,0359	24,1510	24,3945	24,2135	2,7511
30-05-2014-13:20:37	2,7511	-	1,0305	24,0861	24,4108	24,2947	2,7459
30-05-2014-13:20:39	3,3007	-	1,0467	24,1510	24,3945	24,2785	2,7562
30-05-2014-13:20:41	3,3007	-	1,0250	24,1997	24,3296	24,3109	3,3007
30-05-2014-13:20:41	3,1421	-	1,0359	24,0212	24,3783	24,2622	3,1319
30-05-2014-13:20:42	3,1216	-	1,0305	24,0698	24,3620	24,1973	3,1319
30-05-2014-13:20:42	3,1267	-	1,0359	24,0861	24,3945	24,2947	3,1319
30-05-2014-13:20:43	3,1165	-	1,0359	24,1834	24,3620	24,2622	3,0960
30-05-2014-13:20:44	3,1165	-	1,0467	24,1510	24,3620	24,2622	3,0960
30-05-2014-13:20:44	3,1114	-	1,0305	24,0698	24,3458	24,2622	3,1114
30-05-2014-13:20:45	3,1114	-	1,0305	24,1348	24,3783	24,2298	3,1114
30-05-2014-13:20:46	3,0960	-	1,0413	24,1185	24,3783	24,1973	3,0909
30-05-2014-13:20:46	3,0960	-	1,0359	24,1510	24,4595	24,2785	3,0909
30-05-2014-13:20:47	3,0755	-	1,0305	24,0861	24,4108	24,2460	3,0857
30-05-2014-13:20:47	3,0703	-	1,0359	24,1023	24,3458	24,1973	3,0857
30-05-2014-13:20:48	3,0703	-	1,0359	24,1672	24,4270	24,1811	3,0652
30-05-2014-13:20:48	3,0755	-	1,0413	24,1185	24,3620	24,2947	3,0652
30-05-2014-13:20:49	3,0447	-	1,0305	24,0698	24,3620	24,2785	3,0703
30-05-2014-13:20:50	3,0601	-	1,0305	24,1185	24,3945	24,2135	3,0703
30-05-2014-13:20:50	3,0447	-	1,0359	24,2321	24,4108	24,3109	3,0447
30-05-2014-13:20:51	3,0344	-	1,0413	24,1348	24,3945	24,2460	3,0447
30-05-2014-13:20:52	3,0138	-	1,0413	24,1348	24,3458	24,2947	3,0344
30-05-2014-13:20:52	3,0395	-	1,0575	24,1348	24,3945	24,2135	3,0344
30-05-2014-13:20:53	3,0190	-	1,0467	24,1672	24,3945	24,3596	2,9984
30-05-2014-13:20:54	3,0138	-	1,0413	24,1672	24,3945	24,2785	2,9984
30-05-2014-13:20:56	3,0190	-	1,0467	24,1348	24,4432	24,2947	3,0138
30-05-2014-13:20:58	3,2854	-	1,0359	24,1510	24,3458	24,2622	3,0190
30-05-2014-13:21:00	3,3212	-	1,0413	24,1510	24,3945	24,3272	3,2905
30-05-2014-13:21:02	4,2181	-	1,0413	24,1834	24,3783	24,3272	3,3263
30-05-2014-13:21:04	4,7195	-	1,0413	24,1023	24,4432	24,3272	4,2432
30-05-2014-13:21:06	5,0189	-	1,0250	24,1023	24,3945	24,3272	4,7095
30-05-2014-13:21:08	5,0139	-	1,0359	24,1510	24,4757	24,3434	5,0139
30-05-2014-13:21:08	4,4191	-	1,0359	24,0536	24,4270	24,3109	4,4341
30-05-2014-13:21:09	4,3538	-	1,0359	24,0698	24,4270	24,3109	4,3839
30-05-2014-13:21:09	4,3488	-	1,0250	24,0049	24,3783	24,2622	4,3839
30-05-2014-13:21:10	4,3036	-	1,0467	24,0698	24,3945	24,2622	4,3086
30-05-2014-13:21:11	4,2885	-	1,0250	24,0374	24,3783	24,3272	4,3086
30-05-2014-13:21:11	4,2382	-	1,0467	24,0698	24,3620	24,2298	4,2533
30-05-2014-13:21:12	4,2181	-	1,0305	24,0536	24,3620	24,2298	4,2533
30-05-2014-13:21:13	4,1829	-	1,0413	24,1510	24,4432	24,2947	4,1879
30-05-2014-13:21:13	4,1627	-	1,0250	24,1510	24,4595	24,2947	4,1879
30-05-2014-13:21:14	4,1224	-	1,0305	24,0536	24,4108	24,2460	4,1224
30-05-2014-13:21:14	4,1073	-	1,0359	24,0374	24,4432	24,2460	4,1224
30-05-2014-13:21:15	4,0569	-	1,0305	24,1510	24,4270	24,3272	4,0670
30-05-2014-13:21:15	4,0418	-	1,0250	24,1348	24,4108	24,3109	4,0670
30-05-2014-13:21:16	3,9963	-	1,0305	24,0374	24,4108	24,2135	4,0165
30-05-2014-13:21:17	3,9913	-	1,0250	24,1023	24,4432	24,2622	4,0165
30-05-2014-13:21:17	3,9408	-	1,0359	24,1023	24,4595	24,2785	3,9610
30-05-2014-13:21:18	3,9357	-	1,0250	24,1023	24,4595	24,3272	3,9610
30-05-2014-13:21:19	3,8801	-	1,0413	24,0536	24,4108	24,2785	3,8903
30-05-2014-13:21:19	3,8650	-	1,0413	24,1023	24,4432	24,2460	3,8903
30-05-2014-13:21:20	3,8093	-	1,0359	24,1348	24,4919	24,3596	3,8498
30-05-2014-13:21:20	3,8245	-	1,0413	24,1348	24,4432	24,2785	3,8498
30-05-2014-13:21:23	3,8245	-	1,0305	24,0049	24,4270	24,2785	3,8295
30-05-2014-13:21:25	5,2825	-	1,0413	24,0536	24,4919	24,2622	3,8194
30-05-2014-13:21:27	5,2726	-	1,0142	24,0374	24,4757	24,2622	5,2726
30-05-2014-13:21:27	4,6795	-	1,0413	24,0861	24,5244	24,2622	4,7045
30-05-2014-13:21:28	4,6095	-	1,0250	24,0698	24,4757	24,2298	4,6345
30-05-2014-13:21:28	4,5945	-	1,0305	24,0374	24,4919	24,2460	4,6345
30-05-2014-13:21:29	4,5243	-	1,0305	23,9562	24,5569	24,2947	4,5544
30-05-2014-13:21:30	4,5143	-	1,0413	24,1185	24,5731	24,2622	4,5544
30-05-2014-13:21:30	4,4492	-	1,0359	24,0212	24,4919	24,1973	4,4692
30-05-2014-13:21:31	4,4391	-	1,0305	24,1023	24,5731	24,2298	4,4692
30-05-2014-13:21:32	4,3889	-	1,0359	24,1023	24,4919	24,2947	4,3940
30-05-2014-13:21:32	4,3588	-	1,0250	23,9562	24,5731	24,2785	4,3940
30-05-2014-13:21:33	4,3186	-	1,0305	24,0536	24,5082	24,2460	4,3337
30-05-2014-13:21:33	4,3036	-	1,0359	24,0374	24,5244	24,2785	4,3337
30-05-2014-13:21:34	4,2634	-	1,0305	24,1185	24,5731	24,3109	4,2634
30-05-2014-13:21:34	4,2332	-	1,0142	24,0374	24,4757	24,2622	4,2634
30-05-2014-13:21:35	4,1829	-	1,0305	24,0536	24,5082	24,2785	4,1980
30-05-2014-13:21:36	4,1879	-	1,0359	24,0698	24,5082	24,2460	4,1980
30-05-2014-13:21:36	4,1275	-	1,0250	24,1023	24,5569	24,1811	4,1577
30-05-2014-13:21:37	4,1325	-	1,0305	24,0698	24,6218	24,2947	4,1577
30-05-2014-13:21:38	4,0872	-	1,0250	24,0698	24,5406	24,2785	4,1023
30-05-2014-13:21:38	4,0771	-	1,0359	24,0374	24,5731	24,1973	4,1023
30-05-2014-13:21:39	4,0317	-	1,0305	24,0861	24,5569	24,2785	4,0519
30-05-2014-13:21:39	4,0468	-	1,0359	24,1023	24,6056	24,2298	4,0519
30-05-2014-13:21:42	4,0418	-	1,0250	24,1023	24,6056	24,2622	4,0418
30-05-2014-13:21:44	5,2925	-	1,0413	24,0698	24,5569	24,2947	4,0418
30-05-2014-13:21:46	5,2676	-	1,0413	24,1023	24,6380	24,2785	5,2676
30-05-2014-13:21:46	4,7595	-	1,0359	24,1185	24,6705	24,2622	4,7645
30-05-2014-13:21:47	4,6945	-	1,0250	24,0374	24,5731	24,2298	4,7145
30-05-2014-13:21:47	4,6845	-	1,0413	24,0698	24,5731	24,2298	4,7145
30-05-2014-13:21:48	4,6295	-	1,0359	24,1348	24,6380	24,2135	4,6345
30-05-2014-13:21:49	4,6145	-	1,0250	24,0374	24,6056	24,2947	4,6345
30-05-2014-13:21:49	4,5744	-	1,0305	24,0374	24,6218	24,3109	4,5945
30-05-2014-13:21:50	4,5494	-	1,0305	24,0861	24,6056	24,2622	4,5945
30-05-2014-13:21:51	4,5243	-	1,0359	24,1348	24,5731	24,1973	4,5294
30-05-2014-13:21:51	4,5043	-	1,0250	24,1672	24,6056	24,2460	4,5294
30-05-2014-13:21:52	4,4742	-	1,0359	24,0374	24,6056	24,3109	4,4843
30-05-2014-13:21:52	4,4642	-	1,0305	24,0698	24,6543	24,1811	4,4843
30-05-2014-13:21:53	4,4341	-	1,0359	24,1023	24,6056	24,1811	4,4391
30-05-2014-13:21:53	4,4140	-	1,0413	24,0698	24,6705	24,2460	4,4391
30-05-2014-13:21:54	4,3839	-	1,0305	24,0536	24,5894	24,2622	4,3889
30-05-2014-13:21:55	4,3588	-	1,0142	24,0374	24,6380	24,3109	4,3889
30-05-2014-13:21:55	4,3287	-	1,0467	24,1185	24,5894	24,2785	4,3488
30-05-2014-13:21:56	4,3337	-	1,0359	24,1834	24,6218	24,2298	4,3488
30-05-2014-13:21:57	4,2885	-	1,0359	24,0698	24,6380	24,2785	4,2935
30-05-2014-13:21:57	4,2935	-	1,0250	24,0212	24,5894	24,3272	4,2935
30-05-2014-13:21:58	4,2483	-	1,0305	24,0536	24,6543	24,2460	4,2684
30-05-2014-13:21:58	4,2634	-	1,0413	24,1185	24,5731	24,2135	4,2684
30-05-2014-13:22:01	4,2634	-	1,0413	24,1023	24,6380	24,1811	4,2332
30-05-2014-13:22:03	5,2925	-	1,0413	24,0698	24,5894	24,2622	4,2533
30-05-2014-13:22:05	5,2925	-	1,0250	24,1185	24,5894	24,2298	5,2925
30-05-2014-13:22:05	4,8444	-	1,0305	24,1348	24,6705	24,1973	4,8494
30-05-2014-13:22:06	4,8044	-	1,0250	24,1023	24,5569	24,2298	4,8144
30-05-2014-13:22:06	4,7895	-	1,0142	24,1023	24,5244	24,2298	4,8144
30-05-2014-13:22:07	4,7595	-	1,0359	24,0861	24,6705	24,2298	4,7695
30-05-2014-13:22:08	4,7495	-	1,0305	24,1023	24,6380	24,2947	4,7695
30-05-2014-13:22:08	4,7045	-	1,0413	24,1185	24,5569	24,2785	4,7195
30-05-2014-13:22:09	4,7045	-	1,0413	24,0536	24,6543	24,2460	4,7195
30-05-2014-13:22:10	4,6645	-	1,0413	24,1672	24,5569	24,2622	4,6845
30-05-2014-13:22:10	4,6645	-	1,0467	24,1348	24,6543	24,1811	4,6845
30-05-2014-13:22:11	4,6345	-	1,0305	23,9887	24,5731	24,2298	4,6395
30-05-2014-13:22:11	4,6245	-	1,0250	24,1023	24,6056	24,3109	4,6395
30-05-2014-13:22:12	4,5744	-	1,0575	24,1348	24,6705	24,3272	4,6045
30-05-2014-13:22:12	4,5744	-	1,0250	24,1672	24,6380	24,2622	4,6045
30-05-2014-13:22:13	4,5544	-	1,0305	24,0861	24,5406	24,2298	4,5744
30-05-2014-13:22:14	4,5494	-	1,0359	24,0698	24,6056	24,2135	4,5744
30-05-2014-13:22:14	4,5294	-	1,0359	24,1348	24,6380	24,2622	4,5043
30-05-2014-13:22:15	4,5193	-	1,0413	24,1997	24,6705	24,2460	4,5043
30-05-2014-13:22:16	4,4943	-	1,0413	24,0212	24,6705	24,2622	4,4943
30-05-2014-13:22:16	4,4843	-	1,0250	24,0374	24,5894	24,2622	4,4943
30-05-2014-13:22:17	4,4391	-	1,0359	24,0698	24,6380	24,1811	4,4692
30-05-2014-13:22:17	4,4642	-	1,0305	24,1185	24,6056	24,2947	4,4692
30-05-2014-13:22:20	4,4441	-	1,0359	24,1997	24,6380	24,2298	4,4592
30-05-2014-13:22:22	5,3024	-	1,0359	24,0698	24,6380	24,2298	4,4642
30-05-2014-13:22:24	5,3570	-	1,0413	24,1997	24,6543	24,2135	5,3024
30-05-2014-13:22:26	5,3719	-	1,0359	24,1023	24,6543	24,2135	5,3521
30-05-2014-13:22:28	5,5703	-	1,0305	24,1834	24,6056	24,2135	5,3719
30-05-2014-13:22:30	5,8575	-	1,0359	24,0698	24,6380	24,2298	5,5902
30-05-2014-13:22:32	6,3513	-	1,0359	24,1185	24,6380	24,1973	5,8575
30-05-2014-13:22:34	6,5879	-	1,0413	24,2159	24,6705	24,2460	6,3513
30-05-2014-13:22:36	6,8784	-	1,0359	24,1023	24,6543	24,2460	6,6027
30-05-2014-13:22:38	7,3113	-	1,0305	24,1672	24,6218	24,2785	6,8784
30-05-2014-13:22:40	7,3162	-	1,0305	24,0374	24,5731	24,2135	7,3162
30-05-2014-13:22:40	6,2280	-	1,0413	24,1023	24,5731	24,2460	6,2428
30-05-2014-13:22:41	6,2033	-	1,0250	24,1185	24,5569	24,2622	6,2132
30-05-2014-13:22:41	6,1885	-	1,0250	24,1348	24,6218	24,2785	6,2132
30-05-2014-13:22:42	6,1441	-	1,0359	24,0374	24,5569	24,2622	6,1638
30-05-2014-13:22:43	6,1095	-	1,0305	24,0861	24,5894	24,1648	6,1638
30-05-2014-13:22:43	6,1095	-	1,0359	24,1348	24,6218	24,2460	6,1194
30-05-2014-13:22:44	6,0897	-	1,0305	24,1185	24,6056	24,2298	6,1194
30-05-2014-13:22:45	6,0651	-	1,0305	24,0536	24,6056	24,2947	6,0799
30-05-2014-13:22:45	6,0502	-	1,0250	24,1510	24,6705	24,2622	6,0799
30-05-2014-13:22:46	6,0206	-	1,0413	24,0536	24,7030	24,2298	6,0305
30-05-2014-13:22:46	6,0058	-	1,0359	24,1510	24,6380	24,2622	6,0305
30-05-2014-13:22:47	5,9811	-	1,0250	24,0212	24,6380	24,1811	5,9811
30-05-2014-13:22:47	5,9662	-	1,0359	24,1023	24,6705	24,2622	5,9811
30-05-2014-13:22:48	5,9415	-	1,0413	24,0861	24,5569	24,2298	5,9415
30-05-2014-13:22:49	5,9267	-	1,0359	24,0698	24,6543	24,1648	5,9415
30-05-2014-13:22:49	5,9020	-	1,0305	24,0536	24,5894	24,2460	5,9168
30-05-2014-13:22:50	5,8921	-	1,0413	24,1185	24,6705	24,1973	5,9168
30-05-2014-13:22:51	5,8575	-	1,0359	24,0698	24,6056	24,2785	5,8674
30-05-2014-13:22:51	5,8575	-	1,0359	24,1510	24,6543	24,2298	5,8674
30-05-2014-13:22:52	5,8328	-	1,0413	24,1348	24,6380	24,2622	5,8328
30-05-2014-13:22:52	5,8229	-	1,0359	24,1348	24,6380	24,2947	5,8328
30-05-2014-13:22:55	5,8179	-	1,0305	24,0212	24,7030	24,2622	5,8229
30-05-2014-13:22:57	7,4490	-	1,0359	24,0374	24,6380	24,2298	5,8229
30-05-2014-13:22:59	9,5411	-	1,0142	24,0698	24,7192	24,2947	7,4490
30-05-2014-13:23:01	10,6644	-	1,0413	24,0861	24,6705	24,2785	9,5460
30-05-2014-13:23:03	10,9573	-	1,0413	24,1834	24,6868	24,2947	10,6594
30-05-2014-13:23:05	11,5744	-	1,0359	24,0698	24,6543	24,2622	10,9871
30-05-2014-13:23:07	11,8936	-	1,0250	24,1023	24,6868	24,3109	11,5694
30-05-2014-13:23:09	12,2234	-	1,0305	24,1185	24,7030	24,2785	11,8887
30-05-2014-13:23:11	12,7641	-	1,0359	24,1672	24,6705	24,2460	12,2134
30-05-2014-13:23:13	13,2859	-	1,0413	24,0861	24,6868	24,3434	12,7591
30-05-2014-13:23:15	13,9597	-	1,0359	24,2159	24,7030	24,2622	13,2759
30-05-2014-13:23:16	13,9295	-	1,0359	24,0861	24,6868	24,3434	13,9496
30-05-2014-13:23:26	14,1762	-	1,0413	24,1997	24,6705	24,2298	14,1762
30-05-2014-13:23:29	11,4100	-	1,0359	24,1672	24,7192	24,2298	14,1711
30-05-2014-13:23:30	11,4548	-	1,0359	24,1834	24,6056	24,2622	11,4548
30-05-2014-13:23:30	11,4498	-	1,0305	24,1023	24,6218	24,2460	11,4548
30-05-2014-13:23:31	11,3950	-	1,0467	24,1510	24,6380	24,2622	11,4100
30-05-2014-13:23:32	11,3701	-	1,0467	24,1834	24,5894	24,2135	11,4100
30-05-2014-13:23:32	11,3452	-	1,0359	24,1672	24,6380	24,3109	11,3452
30-05-2014-13:23:33	11,3204	-	1,0467	24,0861	24,6056	24,2622	11,3452
30-05-2014-13:23:34	11,2706	-	1,0413	24,2159	24,6380	24,2785	11,2706
30-05-2014-13:23:34	11,2606	-	1,0359	24,1997	24,6380	24,2298	11,2706
30-05-2014-13:23:35	11,2158	-	1,0142	24,1185	24,6543	24,2460	11,2407
30-05-2014-13:23:35	11,2158	-	1,0359	24,1348	24,7030	24,2622	11,2407
30-05-2014-13:23:36	11,1661	-	1,0413	24,1510	24,7030	24,1973	11,1561
30-05-2014-13:23:36	11,1661	-	1,0413	24,1834	24,7355	24,2135	11,1561
30-05-2014-13:23:37	11,1313	-	1,0305	24,1672	24,6380	24,2460	11,1263
30-05-2014-13:23:38	11,1263	-	1,0359	24,1185	24,6705	24,2785	11,1263
30-05-2014-13:23:38	11,0965	-	1,0305	24,1672	24,6543	24,2460	11,0965
30-05-2014-13:23:39	11,0915	-	1,0413	24,2484	24,6868	24,2135	11,0965
30-05-2014-13:23:40	11,0666	-	1,0413	24,1834	24,6543	24,2947	11,0716
30-05-2014-13:23:40	11,0517	-	1,0413	24,1510	24,7030	24,2135	11,0716
30-05-2014-13:23:41	11,0219	-	1,0413	24,1348	24,6380	24,1973	11,0368
30-05-2014-13:23:44	11,0269	-	1,0359	24,1672	24,6705	24,2947	0,0014
30-05-2014-13:23:46	11,0368	-	1,0250	24,2159	24,7192	24,2460	0,0007
30-05-2014-13:23:48	11,0169	-	1,0413	24,2484	24,7517	24,2622	0,0007
30-05-2014-13:23:51	11,0219	-	1,0359	24,1348	24,7192	24,2460	0,0012
30-05-2014-13:23:53	10,9921	-	1,0467	24,1997	24,7517	24,2135	0,0009
30-05-2014-13:23:56	11,0269	-	1,0413	24,2321	24,7192	24,2460	0,0012
30-05-2014-13:23:58	11,0219	-	1,0305	24,0861	24,7030	24,2460	0,0009
30-05-2014-13:24:00	11,0219	-	1,0467	24,0536	24,6868	24,2785	0,0009
30-05-2014-13:24:03	11,0120	-	1,0359	24,1997	24,7679	24,2622	0,0009
30-05-2014-13:24:05	11,0269	-	1,0467	24,1348	24,6056	24,2298	0,0007
30-05-2014-13:24:08	11,0219	-	1,0305	24,0698	24,6543	24,2622	0,0012
30-05-2014-13:24:10	11,0368	-	1,0305	24,0374	24,6380	24,2785	0,0009
30-05-2014-13:24:13	11,0169	-	1,0305	24,0374	24,6543	24,2622	0,0007
30-05-2014-13:24:16	11,0368	-	5,0208	24,1672	24,7355	24,2785	5,0008
30-05-2014-13:24:18	11,0269	-	5,1005	24,1348	24,5894	24,1973	5,0806
30-05-2014-13:24:18	11,0169	-	5,0856	24,1023	24,6056	24,2298	5,0806
30-05-2014-13:24:20	11,0269	-	5,1155	24,0698	24,6056	24,2460	5,1155
30-05-2014-13:24:20	11,0120	-	5,1205	24,1023	24,6380	24,2135	5,1155
30-05-2014-13:24:22	11,0219	-	5,1404	24,1348	24,7192	24,3272	5,1205
30-05-2014-13:24:22	11,0219	-	5,1354	24,1510	24,6868	24,3272	5,1205
30-05-2014-13:24:24	11,0368	-	5,1454	24,0698	24,5731	24,2298	5,1454
30-05-2014-13:24:24	11,0269	-	5,1354	24,1185	24,6218	24,2460	5,1454
30-05-2014-13:24:26	11,0269	-	5,1454	24,1185	24,5731	24,2298	5,1404
30-05-2014-13:24:26	11,0418	-	5,1304	24,1185	24,5406	24,1324	5,1404
30-05-2014-13:24:28	11,0269	-	5,1354	24,1672	24,6056	24,3109	5,1404
30-05-2014-13:24:29	11,0169	-	5,1454	24,1510	24,6705	24,2298	5,1404
30-05-2014-13:24:32	11,0219	-	1,0359	24,1185	24,6868	24,2622	0,0058
30-05-2014-13:24:34	11,0269	-	1,0305	24,1348	24,6218	24,2622	0,0012
30-05-2014-13:24:37	11,0219	-	1,0088	24,2159	24,5894	24,2460	0,0012
30-05-2014-13:24:39	11,0368	-	1,0250	24,0861	24,7030	24,2622	0,0012
30-05-2014-13:24:42	11,0219	-	1,0250	24,0861	24,6543	24,2622	0,0009
30-05-2014-13:24:44	11,0269	-	1,0413	24,0861	24,6218	24,1973	0,0012
30-05-2014-13:24:46	11,0269	-	1,0305	24,1834	24,6543	24,2785	0,0014
30-05-2014-13:24:49	10,9971	-	1,0359	24,1510	24,6056	24,2622	0,0012
30-05-2014-13:24:51	11,0269	-	1,0359	24,1348	24,6218	24,2785	0,0012
30-05-2014-13:24:54	11,0219	-	1,0359	24,0536	24,5731	24,2135	0,0009
30-05-2014-13:24:56	11,0269	-	1,0413	24,2159	24,6218	24,3272	0,0012
30-05-2014-13:24:58	11,0219	-	1,0359	24,1023	24,6218	24,2622	0,0012
30-05-2014-13:25:01	11,0269	-	1,0359	24,1510	24,6380	24,3109	0,0009
30-05-2014-13:25:03	11,0219	-	1,0359	24,2646	24,6543	24,2622	0,0012
30-05-2014-13:25:07	11,0219	-	2,6044	24,1348	24,6868	24,3759	2,5576
30-05-2014-13:25:08	11,0219	-	2,7289	24,2484	24,6218	24,3596	2,6770
30-05-2014-13:25:09	11,0269	-	2,7289	24,1510	24,5569	24,2298	2,6770
30-05-2014-13:25:10	11,0269	-	2,7651	24,2159	24,5894	24,3109	2,7392
30-05-2014-13:25:11	11,0219	-	2,7548	24,2808	24,6868	24,3109	2,7392
30-05-2014-13:25:13	10,9971	-	2,7910	24,2321	24,6705	24,2622	2,7651
30-05-2014-13:25:13	11,0169	-	2,7962	24,2321	24,6380	24,3596	2,7651
30-05-2014-13:25:15	11,0219	-	2,7910	24,1672	24,6056	24,3109	2,8117
30-05-2014-13:25:15	11,0269	-	2,8117	24,1185	24,5244	24,2785	2,8117
30-05-2014-13:25:17	10,9971	-	2,8220	24,2321	24,5082	24,2785	2,8117
30-05-2014-13:25:17	11,0219	-	2,8272	24,1348	24,5406	24,2785	2,8117
30-05-2014-13:25:19	11,0269	-	2,8427	24,2646	24,5731	24,3272	2,8220
30-05-2014-13:25:19	11,0269	-	2,8220	24,2646	24,6056	24,3272	2,8220
30-05-2014-13:25:21	11,0120	-	2,8220	24,1672	24,6218	24,2622	2,8427
30-05-2014-13:25:21	11,0219	-	2,8427	24,1997	24,6218	24,3921	2,8427
30-05-2014-13:25:23	11,0169	-	2,8633	24,1510	24,6056	24,2622	2,8427
30-05-2014-13:25:23	11,0169	-	2,8530	24,1997	24,6056	24,2947	2,8427
30-05-2014-13:25:25	11,0269	-	2,8530	24,1997	24,5731	24,2622	2,8427
30-05-2014-13:25:25	11,0169	-	2,8633	24,2484	24,5082	24,2460	2,8427
30-05-2014-13:25:27	11,0368	-	2,8633	24,2484	24,5731	24,3434	2,8633
30-05-2014-13:25:28	11,0219	-	2,8633	24,1997	24,5894	24,3272	2,8633
30-05-2014-13:25:29	11,0219	-	2,8788	24,1510	24,4919	24,1324	2,8840
30-05-2014-13:25:30	11,0269	-	2,8788	24,2321	24,5569	24,1648	2,8840
30-05-2014-13:25:33	11,0219	-	1,0305	24,1510	24,5569	24,3434	0,0051
30-05-2014-13:25:36	11,0219	-	1,0305	24,2159	24,6056	24,2298	0,0017
30-05-2014-13:25:38	11,0269	-	1,0250	24,1348	24,5569	24,2298	0,0012
30-05-2014-13:25:40	11,0269	-	1,0359	24,1348	24,6056	24,2947	0,0012
30-05-2014-13:25:43	11,0169	-	1,0413	24,1510	24,5082	24,2947	0,0012
30-05-2014-13:25:45	11,0269	-	1,0413	24,1672	24,5244	24,2622	0,0009
30-05-2014-13:25:48	11,0219	-	1,0413	24,1510	24,5731	24,2785	0,0009
30-05-2014-13:25:50	11,0120	-	1,0359	24,0698	24,5406	24,2460	0,0012
